,"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
2690,100.0,,30.08340431,18720.0,,,,1068.5275,,2058.5244,10.85915999,2.177264359,3.540781388,1111341389.0,21.99762188,19.42886528,0.606385252,1209000.0,667.0,2227200.0,3486.5,82.21,7.503651183,4.477690693,10.56023236,,101.1240695,88.76,54.43900558,33875.76,62227.0,638800.0,98.14,0.096421168,,,,638967.0,32.048,-1.026070018,,64594.0
2691,100.0,,30.28428174,18845.0,,,,1093.4625,,2136.8388,10.8512181,2.418375971,3.494675227,952756471.4,27.81869688,19.76312533,0.621887843,1229800.0,667.0,3021500.0,4513.1,112.14,7.939184399,5.045936212,10.86732779,,104.7593105,107.21,54.50110081,33914.4,62227.0,669500.0,100.14,0.107670304,62761.73831,1.739473234,1103.487143,633204.0,32.02,-0.906016475,2.270478074,64594.0
2692,100.0,0.031071983,31.03154579,19310.0,,,,1081.415,,2116.694,11.01671604,2.560096964,3.259542151,915396698.4,31.260447,20.69841066,0.657298127,1288000.0,667.0,2703200.0,3828.4,105.64,7.691853136,5.057151111,10.40789749,,104.1925466,104.03,54.56329246,33953.1,62227.0,706100.0,101.72,0.128561557,,,,626640.0,31.979,-1.042043205,,64594.0
2693,100.0,,31.06368618,19330.0,,,,1053.83,,2098.516,10.23804207,2.414345337,3.552392596,1082904468.0,31.15608979,20.73055105,0.664178828,1290000.0,667.0,2692500.0,4250.2,107.8,6.867550952,4.20156087,9.577371399,,103.4844961,106.11,54.62548411,33991.8,62227.0,633500.0,103.72,0.128561557,,,,620063.0,31.925,-1.055112728,,64594.0
2694,100.0,,31.14403715,19380.0,,,,1002.8975,,2018.1156,11.86691989,3.016431682,3.595160055,1237778498.0,29.92871518,20.81090202,0.671968385,1295000.0,667.0,2057300.0,3026.3,71.02,6.972238975,4.002748302,9.987519933,,101.1528958,83.61,54.68767577,34030.5,62227.0,679800.0,101.59,0.128561557,,,,613959.0,31.858,-0.989293511,,64594.0
2695,100.0,,31.49758144,19600.0,,,,993.4175,,2125.6042,11.67804345,2.9082977,3.759745283,1286793409.0,29.74656971,21.19658669,0.689196801,1319000.0,667.0,3163200.0,4310.1,106.48,7.293752708,4.34686682,10.27829362,,105.5701289,104.75,54.74986742,34069.2,62227.0,733900.0,102.15,0.144631751,,,,608174.0,31.778,-0.946712544,,64594.0
2696,100.0,,31.64068777,19690.0,,,,991.57,,2170.93,10.8354536,3.169780748,4.00184168,1376269784.0,30.53125914,21.43660614,0.701939384,1334000.0,667.0,3497100.0,4662.8,117.21,7.219760808,4.074377845,10.40076294,,113.4265367,110.74,54.80941668,34107.9,62230.0,750000.0,101.34,0.144624779,,,,602157.0,31.685,-0.994281658,,64590.0
2697,100.0,,31.65675719,19700.0,,,,,,,12.90749666,3.966512835,4.136372343,1631514562.0,,21.8865499,0.722741962,1362000.0,,2994600.0,3900.2,100.47,6.788516496,3.833299898,9.725456968,,111.814978,101.36,54.87160534,34146.6,62230.0,767800.0,102.53,0.144624779,,,,595103.0,31.579,-1.178370884,,64590.0
2698,,,,,,,,,,,11.62712496,2.791424373,5.021977345,2055597276.0,,,,,,3243700.0,4186.0,105.2,6.786741427,4.218654373,9.387526127,,,103.93,,,,774900.0,102.02,,,,,591254.0,31.46,-0.64887947,,
2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,,,56.94037146,5825.0,8256.0,640.0,9.661835749,202.18,80.39215686,405.0416,1.552393778,1.824916962,6.196850093,1077697693.0,64.73161504,12.60997067,0.030352798,129000.0,661.0,93000.0,1738.3,96.61,6.196365395,3.179690718,7.109299574,74.94117647,493.7984496,93.47,13.52218964,1383.32,10230.0,53500.0,84.93,13.29423265,,,,599890.0,14.115,0.878844297,,10450.0
2701,100.0,,58.16226784,5950.0,,,9.049773756,196.5975,79.24528302,416.6934,1.75784774,1.656624214,6.237509608,1076616915.0,64.20097697,12.60997067,0.029856674,129000.0,661.0,122800.0,2414.9,95.68,6.054441072,3.04992605,6.96398689,71.19482289,405.0930233,94.48,13.50733138,1381.8,10230.0,50850.0,91.01,13.7829912,9257.952299,0.28757946,29.96051816,604890.0,14.0,0.830031824,0.276193841,10450.0
2702,100.0,,58.45552297,5980.0,,,8.444444444,192.375,80.35714286,452.3342,5.720454809,1.736712505,5.863118728,1034825871.0,63.33428003,11.73020528,0.027339834,120000.0,661.0,152950.0,2911.7,86.04,5.878101266,2.932534649,6.766436333,73.77455919,488.1416667,86.49,13.49921799,1380.97,10230.0,52529.0,89.62,13.97849462,,,,609309.0,13.882,0.727890488,,10450.0
2703,100.0,,60.21505376,6160.0,,,8.695652174,199.6325,78.43137255,400.2438,2.179283791,1.655249695,5.662926018,1084577114.0,62.43676832,12.70772239,0.029235387,130000.0,661.0,140144.0,2467.5,92.4,5.709894009,2.80053648,6.583769374,44.47016883,263.4002308,94.34,13.49110459,1380.14,10230.0,56796.0,99.96,13.7829912,,,,611861.0,13.76,0.417960434,,10450.0
2704,100.0,,61.29032258,6270.0,,,8.510638298,202.3775,79.62962963,429.0306,1.355328276,1.505950052,5.486374897,1101824212.0,61.50676869,13.29423265,0.030189973,136000.0,661.0,145835.93,2372.0,88.8,5.54194724,2.671289574,6.401989702,57.35830137,307.8791176,92.61,13.4829912,1379.31,10230.0,61481.0,104.18,13.7829912,,,,614185.0,13.634,0.379105316,,10450.0
2705,100.0,,62.39491691,6383.0,,,8.368200837,198.2125,78.94736842,449.3542,1.229428576,1.32436317,3.820910296,808498046.4,60.54248464,13.32355816,0.029793672,136300.0,661.0,165056.82,2727.6,97.8,5.351826999,2.530344703,6.201747292,46.37810476,357.2781365,100.09,13.47487781,1378.48,10230.0,60514.0,107.18,13.88074291,,,,617872.0,13.506,0.598513057,,10450.0
2706,98.89801422,,63.83186706,6530.0,,,8.606557377,206.84,78.0,385.4332,1.419149309,1.25723331,3.579635058,769526193.9,59.54198473,13.8514174,0.030518772,141700.0,661.0,177240.0,2703.1,89.99,5.20193684,2.443076197,6.051330582,38.5710566,288.5343684,93.89,13.46676442,1377.65,10230.0,65570.0,105.36,13.81231672,,,,620914.0,13.373,0.491126977,,10450.0
2707,98.76174236,,66.37341153,6790.0,,,8.4,210.215,75.0,357.1828,0.842252981,1.170678463,4.469734859,984356739.1,56.63976522,13.29423265,0.02881439,136000.0,661.0,189400.0,2684.8,93.99,5.101891662,2.348821582,5.968890209,28.2164,228.2208824,96.02,13.45865103,1376.82,10230.0,70545.0,101.41,13.97849462,,,,624816.0,13.238,0.626462036,,10450.0
2708,86.69254133,,66.18768328,6771.0,,,7.874015748,199.86,76.47058824,389.9628,0.802883038,1.302227242,4.892766618,1214744538.0,53.95480226,13.11827957,0.027902482,134200.0,661.0,153370.0,2189.7,91.77,4.884937807,2.213729342,5.745659227,31.054184,289.2528316,96.47,13.45053763,1375.99,10230.0,70040.0,110.42,13.96871945,,,,630011.0,13.099,0.828007316,,10450.0
2709,99.2282761,,64.80938416,6630.0,,,8.076923077,206.655,76.0,377.417,0.849330463,1.190986033,4.52188618,1316724243.0,51.46358067,12.02346041,0.025165659,123000.0,661.0,177000.0,2687.7,94.14,4.652126745,2.088439239,5.479473299,29.80979167,290.8272358,100.04,13.44242424,1375.16,10230.0,65855.0,118.22,13.68523949,,,,633337.0,12.958,0.526538639,,10450.0
2710,96.05853133,,64.80938416,6630.0,,,,202.895,,419.1072,0.669296733,1.213754421,3.950872086,1398592241.0,49.14586071,12.02346041,0.024842789,123000.0,661.0,146600.0,2618.9,86.09,4.407688238,1.958207634,5.200304904,48.48613333,295.6471545,90.64,13.43431085,1374.33,10230.0,55978.0,104.59,13.68523949,,,,634389.0,12.813,0.165966501,,10450.0
2711,96.62548921,,62.56109482,6400.0,,,,181.8075,,428.375,0.592537196,1.0948146,3.861959368,1484688069.0,46.98412698,11.14369501,0.022819168,114000.0,661.0,111784.67,2624.9,92.7,4.213879029,1.853246949,4.995423987,36.18525217,365.0266667,88.81,13.42619746,1373.5,10230.0,42586.0,77.54,12.31671554,,,,632768.0,12.666,-0.255848468,,10450.0
2712,99.19959239,,63.63636364,6510.0,,,,235.2325,,522.3642,0.567648801,1.079758381,3.804609707,1519071310.0,44.96314496,12.21896383,0.024776732,125000.0,661.0,158638.17,2763.2,83.29,4.111578157,1.797704951,4.895116761,37.05650862,343.8844,84.34,13.48445748,1379.46,10230.0,57410.0,88.45,12.31671554,,,,631439.0,12.516,-0.210250456,,10450.0
2713,96.24416079,,64.32062561,6580.0,,,,244.1,,551.896,0.500995259,0.981052,3.764530777,1657025965.0,43.06960143,12.90322581,0.025490809,132000.0,661.0,188629.35,2889.3,82.79,3.999184477,1.742326148,4.78082395,41.67797917,303.1125758,84.54,13.5427175,1385.42,10230.0,65286.0,90.61,12.31671554,,,,640250.0,12.364,1.385738336,,10450.0
2714,96.78172155,,64.51612903,6600.0,,,,247.82,,528.7116,0.594092946,0.974469138,3.955399156,1854295202.0,41.29181084,12.90322581,0.023244139,132000.0,661.0,178658.66,2981.4,87.27,3.992951335,1.737574763,4.79186025,45.9937875,278.7502273,89.13,13.60097752,1391.38,10230.0,59924.0,95.17,12.51221896,,,,693388.0,12.21,7.973100199,,10450.0
2715,97.30271344,,64.71163245,6620.0,,,,253.95,,532.8538,0.548552758,1.172426581,4.022805905,1934777099.0,39.61947398,12.90322581,0.021038063,132000.0,661.0,176627.23,3386.0,93.97,4.006467608,1.746095808,4.825764317,40.72077778,277.6416667,95.09,13.65923754,1397.34,10230.0,52164.0,98.43,12.70772239,,,,756246.0,12.053,8.6776993,,10450.0
2716,97.79533997,,65.00488759,6650.0,,,,241.8875,,540.0952,0.613050404,1.19139292,3.284663267,1640010619.0,38.04347826,13.00097752,0.020784692,133000.0,661.0,180116.43,3268.6,98.05,3.941245682,1.725030126,4.768660339,34.22686,257.344812,98.71,13.71749756,1403.3,10230.0,55104.0,100.5,12.90322581,8546.202041,0.229588602,23.91893171,761090.0,11.894,0.638489623,0.162890487,10450.0
2717,98.26573259,,65.59139785,6710.0,,,,240.325,,563.8756,0.402793951,1.132350409,2.727149458,1394863554.0,38.04347826,13.39198436,0.021889813,137000.0,661.0,181183.97,3155.5,107.98,3.798396277,1.668714866,4.623811501,64.5637931,273.3357664,106.2,13.77614858,1409.3,10230.0,57418.0,101.07,13.09872923,,,,734386.0,11.734,-3.571684037,,10450.0
2718,98.72019313,,65.81818182,6733.2,,,,245.8675,,582.3814,0.104074274,0.141393628,2.792911485,1481016184.0,38.04347826,13.40860215,0.022452831,137170.0,661.0,166851.49,2898.5,108.32,3.680406501,1.610398192,4.513625371,50.20138501,288.0257345,107.16,13.83479961,1415.3,10230.0,57565.0,103.81,13.30889541,,,,706902.0,11.571,-3.814273352,,10450.0
2719,97.37003515,,65.64516129,6715.5,,,,247.6,,552.2834,0.33101157,1.111184023,3.231897283,1774360706.0,38.04347826,13.40957967,0.023052212,137180.0,661.0,164130.0,2970.1,102.29,3.576561501,1.555545938,4.422154909,37.69413721,264.3370754,105.24,13.89345064,1421.3,10230.0,55260.0,114.93,13.13489736,,,,678812.0,11.407,-4.054783097,,10450.0
2720,99.55955551,,65.62072336,6713.0,,,,245.8875,,543.8798,0.264090481,0.913376308,3.169099852,1635444374.0,38.04347826,13.22580645,0.023400584,135300.0,661.0,165440.0,2940.6,99.58,3.563203251,1.545883884,4.440871423,40.47565823,236.3323725,102.51,13.95210166,1427.3,10230.0,56260.0,112.36,13.29423265,,,,650002.0,11.242,-4.336877165,,10450.0
2721,99.84713662,,66.20723363,6773.0,,,,244.8525,,544.3268,0.246514385,0.871292726,3.078250006,976178589.8,38.04347826,13.42130987,0.024245429,137300.0,661.0,174470.0,3100.0,97.95,3.65511328,1.541334353,4.577103761,62.69239726,199.9946832,99.76,14.01075269,1433.3,10230.0,56280.0,105.26,13.68523949,,,,627169.0,11.075,-3.575939801,,10450.0
2722,100.0,,66.40273705,6793.0,,,,,,,0.281282544,1.008254146,1.400165615,323885491.7,,13.61681329,0.024907776,139300.0,,133462.47,2178.2,97.15,3.628515399,1.540371064,4.559061325,46.53659817,146.3246949,102.46,14.06940371,1439.3,10230.0,61272.0,118.15,13.68523949,,,,609988.0,10.907,-2.777675695,,10450.0
2723,,,,,,,,,,,0.417279976,1.068295426,,,,,,,,133396.53,2415.3,97.9,3.522787782,1.431571614,4.440635502,,,104.14,,,,55229.0,123.11,,,,,589488.0,10.738,-3.418492131,,
2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,,,76.71277997,23290.0,,,66.03773585,1054.9575,88.60759494,699.0484,,,8.784630254,80183792.94,8.95901342,10.70487484,0.162969107,325000.0,788.0,173865.0,943.3,119.32,47.96534231,42.68986302,52.60065122,,15.50461538,102.48,1.137022398,345.2,30360.0,184312.0,89.56,0.131752306,,,,1614579.0,80.962,-0.183285325,,30360.0
2726,1.988836678,,76.87747036,23340.0,,,64.51612903,1001.7675,88.15789474,667.0134,0.141483726,0.850338387,7.827134815,69449516.62,8.675799087,10.86956522,0.165113102,330000.0,788.0,149723.48,718.8,114.17,46.56086736,41.01328092,51.40691074,,24.22424242,104.41,1.137022398,345.2,30360.0,208295.0,95.22,0.131752306,30190.6845,0.0,0.0,1607938.0,80.452,-0.412162878,0.0,30360.0
2727,,,76.87747036,23340.0,,,64.28571429,988.3375,86.66666667,651.4876,2.914438115,0.951647961,8.298870587,68524352.14,8.675799087,10.86956522,0.165043489,330000.0,788.0,254959.76,995.5,147.94,44.92586718,39.10817713,49.97686678,,34.36666667,121.06,1.137022398,345.2,30360.0,256109.0,102.38,0.131752306,,,,1598239.0,79.933,-0.605021469,,30360.0
2728,,,75.88932806,23040.0,,,61.11111111,879.4925,85.07462687,573.2924,5.071883655,0.815300416,6.395312833,49613381.29,8.675799087,9.881422925,0.150185178,300000.0,788.0,149947.22,736.3,110.14,43.53724064,37.34670212,48.87501294,,,100.78,1.137022398,345.2,30360.0,203652.0,94.02,0.131752306,,,,1586102.0,79.403,-0.762296423,,30360.0
2729,,,75.88932806,23040.0,,,61.9047619,912.325,85.50724638,592.722,0.382401067,0.782226799,6.346886124,73485861.86,8.675799087,9.881422925,0.150524578,300000.0,788.0,116475.05,609.1,100.36,41.7760665,35.30254988,47.3189211,,,95.68,1.137022398,345.2,30360.0,191237.0,90.89,0.131752306,,,,1571763.0,78.863,-0.90815146,,30360.0
2730,1.426978583,,76.21870883,23140.0,,,60.83916084,866.2675,84.84848485,559.7036,0.735820185,0.857725747,5.984006756,90432503.56,8.675799087,10.21080369,0.156141079,310000.0,788.0,109279.54,595.4,99.73,40.30440828,33.52178936,46.06826224,,,95.55,1.137022398,345.2,30360.0,183527.0,91.98,0.131752306,,,,1554774.0,78.311,-1.086772183,,30360.0
2731,3.660271623,,76.64690382,23270.0,,,62.74509804,960.96,86.30136986,626.545,,,5.671130405,95407895.3,8.675799087,10.63899868,0.163343825,323000.0,788.0,111647.04,686.8,99.85,38.50339592,31.48723413,44.42642989,,,101.84,1.137022398,345.2,30360.0,162555.0,103.08,0.131752306,,,,1537467.0,77.751,-1.119394039,,30360.0
2732,2.64515279,,75.98814229,23070.0,,,57.96178344,908.96,84.93150685,615.8468,,,4.842764809,87174249.2,8.675799087,9.980237154,0.153279576,303000.0,788.0,87205.0,490.8,93.9,36.90425123,29.64358526,42.99318655,,,89.2,1.137022398,345.2,30360.0,177688.0,88.63,0.131752306,,,,1525679.0,77.18,-0.769670019,,30360.0
2733,6.921728372,,76.71277997,23290.0,,,55.62130178,935.0325,83.11688312,636.3492,,,4.8899868,82256022.22,8.675799087,10.70487484,0.163854668,325000.0,788.0,71887.0,414.4,91.64,34.35383447,26.61918655,40.77962649,,,97.46,1.137022398,345.2,30360.0,173484.0,101.43,0.131752306,,,,1521238.0,76.696,-0.291507983,,30360.0
2734,8.562069378,0.033869602,77.7997365,23620.0,,,51.13636364,900.77,79.45205479,581.1894,3.393483758,2.750524779,4.897048748,86526087.0,8.675799087,11.79183136,0.179447362,358000.0,788.0,72997.0,374.5,92.16,32.59525051,24.54703408,39.21172588,,,98.13,1.137022398,345.2,30360.0,194908.0,104.16,0.131752306,,,,1520280.0,76.204,-0.062994862,,30360.0
2735,8.592905971,0.034202651,77.04216074,23390.0,,,,909.2825,,591.0234,3.598086848,1.917863439,5.503524308,95810577.56,8.675799087,11.0342556,0.166735601,335000.0,788.0,74121.0,402.2,89.03,32.45442147,23.8373201,39.46545088,,,89.79,1.137022398,345.2,30360.0,184308.0,92.09,0.131752306,,,,1521082.0,75.707,0.05273953,,30360.0
2736,4.40820523,0.034393809,76.61396574,23260.0,,,,894.2325,,581.845,5.541511017,2.359958412,4.862175277,108657668.2,8.675799087,10.60606061,0.159189459,322000.0,788.0,173193.0,909.1,128.68,32.23574887,23.42568493,39.3300587,,,104.6,1.137022398,345.2,30360.0,190512.0,91.44,0.131752306,,,,1521146.0,75.202,0.004207443,,30360.0
2737,10.78508231,0.038927336,76.15283267,23120.0,,,,913.535,,593.6756,3.605279217,3.349779516,4.543951575,117207124.1,8.675799087,10.14492754,0.151152513,308000.0,788.0,103897.43,664.3,109.65,31.99993408,22.99381569,39.17022499,,,106.06,1.137022398,345.2,30360.0,156406.0,104.44,0.131752306,,,,1521941.0,74.69,0.052249575,,30360.0
2738,7.216554715,0.048133724,75.27338603,22853.0,,,,913.285,,586.8216,6.039560634,2.896034702,4.895308672,121291171.5,8.675799087,9.265480896,0.136904432,281300.0,788.0,101382.16,655.6,105.35,31.46703096,22.19375075,38.77461153,,,105.27,1.137022398,345.2,30360.0,154640.0,104.95,0.131752306,,,,1526573.0,74.296,0.303885996,,30360.0
2739,14.82964457,0.053283602,74.1798419,22521.0,,,,842.35,,543.85,2.160548686,3.611206505,5.064363462,119879202.4,8.675799087,8.171936759,0.119627434,248100.0,788.0,107452.0,769.0,110.27,31.20714033,21.53935038,38.73244374,,,105.99,1.137022398,345.2,30360.0,139734.0,91.35,0.131752306,,,,1532620.0,73.899,0.395333532,,30360.0
2740,15.64841324,,74.97694335,22763.0,,,,824.1425,,532.675,3.108906364,2.170929868,3.960714566,96683539.96,8.675799087,8.969038208,0.129961121,272300.0,788.0,115733.29,683.2,114.24,31.06441131,21.16728597,38.78210894,,,106.67,1.137022398,345.2,30360.0,169408.0,101.75,0.131752306,,,,1539961.0,73.498,0.477840224,,30360.0
2741,19.69678278,,73.22134387,22230.0,,,,807.495,,529.1884,6.540643991,2.851136299,3.781903447,89241073.57,8.675799087,7.213438735,0.103374005,219000.0,788.0,82840.23,661.5,102.87,30.7773192,20.67136357,38.68583759,,7.266712329,100.76,1.137022398,345.2,30360.0,125225.0,99.58,0.131752306,30172.3371,0.0,0.0,1548469.0,73.092,0.550960943,0.0,30360.0
2742,23.30583148,,77.60210804,23560.0,,,,786.7675,,509.1628,5.654498963,2.549047628,4.884622684,104116845.8,8.675799087,11.5942029,0.164188907,352000.0,788.0,25678.06,471.4,82.89,30.24556701,19.86127756,38.38489159,,5.578181818,92.56,1.137022398,345.2,30360.0,54468.0,98.67,0.131752306,,,,1558230.0,72.683,0.628386086,,30360.0
2743,20.21678443,,79.64426877,24180.0,,,,872.0625,,568.0774,5.964702871,2.821566069,4.964820972,114497980.0,8.675799087,13.63636364,0.19072918,414000.0,788.0,216011.86,990.2,149.5,30.30088902,19.50725686,38.7746078,,8.206280193,114.07,1.137022398,345.2,30360.0,218157.0,93.41,0.131752306,,,,1568705.0,72.27,0.669987651,,30360.0
2744,,,80.14822134,24333.0,,,,770.2375,,504.514,2.2356105,2.387236236,4.249775434,108634769.5,8.675799087,14.14031621,0.195312411,429300.0,788.0,157857.07,715.9,132.65,30.29728281,19.20691572,39.02700188,,15.77936175,107.66,1.137022398,345.2,30360.0,220490.0,93.26,0.131752306,,,,1579209.0,71.847,0.667365054,,30360.0
2745,32.60197232,,80.13833992,24330.0,,,,686.6325,,443.3346,4.592893602,1.808669605,4.518108061,106716219.0,8.675799087,14.13043478,0.192748176,429000.0,788.0,35105.0,704.7,86.25,29.83419717,18.61225597,38.69149724,,7.820745921,89.79,1.137022398,345.2,30360.0,49815.0,92.79,0.131752306,,,,1589485.0,71.415,0.648597563,,30360.0
2746,35.21093183,,80.13833992,24330.0,,,,772.5075,,497.958,5.632407788,1.893804753,5.271931198,109013679.7,8.675799087,14.13043478,0.190319862,429000.0,788.0,28534.31,436.7,87.47,30.22105857,18.86654393,39.1743655,,8.674149184,91.06,1.137022398,345.2,30360.0,65340.0,93.89,0.131752306,,,,1599780.0,70.972,0.64560554,,30360.0
2747,37.73319491,,80.13833992,24330.0,,,,,,,5.665881595,2.032885065,6.117054291,143675598.0,,14.13043478,0.188037979,429000.0,,98320.46,972.4,119.14,29.95818958,18.87423407,38.77054614,,8.286689977,102.16,1.137022398,345.2,30360.0,101112.0,92.6,0.131752306,,,,1608881.0,70.52,0.56727865,,30360.0
2748,,,,,,,,,,,5.845691614,5.682256088,6.238565504,139525650.0,,,,,,82451.25,728.8,107.64,29.38858768,18.11933399,38.18450124,,,98.67,,,,113135.0,93.82,,,,,1615392.0,70.057,0.403874539,,
2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,,,13.87811462,13367.4,,,6.578947368,146.4975,27.45098039,133.8318,,,,,13.27371146,4.15282392,0.143382383,400000.0,2391.0,196300.0,1277.2,83.88,52.97370983,52.43908085,53.46393925,,,65.15,85.68210133,82529.0,96320.0,153700.0,60.16,1.972591362,,,,1562591.0,56.012,4.937756646,,111370.0
2751,,,14.19348214,13671.162,,,5.907172996,144.0,28.30188679,136.9608,,,76.07454233,664891500.0,9.403669725,4.15282392,0.138158567,400000.0,2391.0,183400.0,1278.0,88.41,51.54663563,50.66683621,52.35573944,,,68.85,85.3679402,82226.4,96320.0,143500.0,62.82,2.180232558,95693.44629,0.983493581,946.2206207,1611742.0,55.669,3.097024071,2.586002178,111370.0
2752,,,14.50677949,13972.93,,,5.737704918,139.6825,27.77777778,135.2026,,,76.5335872,693394300.0,9.191451203,4.15282392,0.134153998,400000.0,2391.0,145000.0,1115.4,86.5,51.58374312,51.10442993,52.02400327,,,66.58,85.05377907,81923.8,96320.0,130000.0,63.58,2.180232558,,,,1649656.0,55.327,2.325119968,,111370.0
2753,,,14.82114099,14275.723,,,5.577689243,136.3025,26.78571429,133.1762,,,79.04236246,732722700.0,8.988599825,4.15282392,0.130693371,400000.0,2391.0,110000.0,916.7,84.59,51.2976221,50.44977876,52.07542551,,7.79275,64.36,84.73961794,81621.2,96320.0,120000.0,64.51,2.180232558,,,,1682809.0,54.983,1.989763962,,111370.0
2754,,,15.13546408,14578.479,,,5.769230769,146.8725,27.5862069,145.275,,,72.2403877,540358100.0,8.794508795,4.15282392,0.129652373,400000.0,2391.0,100000.0,833.3,84.04,53.02189615,51.77705232,54.16498491,,8.67725,64.5,84.42545681,81318.6,96320.0,120000.0,65.44,2.180232558,,,,1685708.0,54.639,0.172123265,,111370.0
2755,,,15.44958472,14881.04,,,5.243445693,144.395,27.11864407,144.0532,,,65.04740245,583475200.0,8.60862262,4.15282392,0.128104656,400000.0,2391.0,110000.0,916.7,87.3,52.27966682,50.8527528,53.59062953,,,66.09,84.11129568,81016.0,96320.0,120000.0,66.98,2.232142857,,,,1695301.0,54.294,0.567465259,,111370.0
2756,,,15.7595816,15179.629,,,5.109489051,138.335,25.0,140.4176,,,66.03272919,626650600.0,8.430431803,4.15282392,0.122462051,400000.0,2391.0,154800.0,1290.0,90.71,51.51374507,50.11169202,52.80040782,,,70.52,83.79713455,80713.4,96320.0,120000.0,67.82,2.232142857,,,,1762146.0,53.949,3.867207828,,111370.0
2757,,,16.06935631,15478.004,,,5.53633218,157.4075,26.5625,162.2312,,,63.81802502,714123700.0,8.430431803,4.15282392,0.115760939,400000.0,2391.0,164000.0,1261.5,87.51,50.75914512,49.53153338,51.883373,,11.685,72.46,83.48297342,80410.8,96320.0,130000.0,71.02,2.232142857,,,,1852231.0,53.604,4.9858474,,111370.0
2758,,,16.37438642,15771.809,,,5.610561056,172.1925,28.35820896,177.3696,,,65.59815004,900662600.0,8.430431803,4.15282392,0.110109724,400000.0,2391.0,231800.0,1448.8,100.98,49.91641836,48.84893178,50.89204736,,,79.52,83.16881229,80108.2,96320.0,160000.0,74.99,2.232142857,,,,1934725.0,53.258,4.357433905,,111370.0
2759,,,16.68627284,16072.218,,,5.678233438,182.58,28.98550725,188.3658,,,65.17456547,1124913000.0,8.430431803,4.464285714,0.113639757,430000.0,2391.0,295150.0,1553.4,97.42,49.19759442,48.29171769,50.02379746,,7.82372093,86.04,82.85465116,79805.6,96320.0,190000.0,79.13,2.07641196,,,,2002130.0,52.912,3.424641633,,111370.0
2760,,,16.99679298,16371.311,,,,308.585,,315.9694,,,58.03574661,1026072000.0,8.430431803,4.879568106,0.120356481,470000.0,2391.0,293000.0,1183.5,90.28,48.23232097,47.98698719,48.4557496,,7.827659574,86.47,82.54049003,79503.0,96320.0,247580.0,84.39,1.868770764,,,,2052307.0,52.555,2.47529124,,111370.0
2761,1.037963161,,17.30725291,16670.346,,,,218.4275,,222.2782,,,44.80003003,895104600.0,8.430431803,4.983388704,0.119404292,480000.0,2391.0,296090.0,1178.6,91.79,47.30612686,47.49149857,47.13734,,12.41625,88.49,82.2263289,79200.4,96320.0,251230.0,90.66,1.868770764,,,,2097894.0,52.187,2.196945813,,111370.0
2762,1.216251579,,17.61481624,16966.591,,,,221.4975,,230.8308,,,44.30050042,1062326000.0,8.430431803,5.1910299,0.119584325,500000.0,2391.0,291000.0,1173.1,93.96,46.26490313,46.78474384,45.791853,,,91.39,81.91216777,78897.8,96320.0,248070.0,95.45,2.128322259,,,,2166128.0,51.807,3.200725755,,111370.0
2763,2.781746217,,17.92604028,17266.362,,,,224.2175,,238.8768,,,46.71272963,1304039100.0,8.430431803,5.1910299,0.115427057,500000.0,2391.0,297000.0,1285.3,99.98,44.88465591,45.97458077,43.8921521,,11.4594,93.77,81.59800664,78595.2,96320.0,231072.0,97.66,2.180232558,,,,2227251.0,51.417,2.782684766,,111370.0
